Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
2143,Intel Xeon W5590,CPU,2009-08-09,45.0,130.0,263.0,731.0,3333.0,Intel,Intel,,,,1406.34,3239,2.3,1571,1.12,130.0,24.92,4,2009,LGA1366,Server
2145,Intel Core i3-3217U,CPU,2012-06-01,22.0,17.0,118.0,,1800.0,Intel,Intel,,,,199.0,1188,5.97,907,4.56,17.0,69.9,2,2012,BGA1023,Laptop
2148,Intel Pentium 2117U,CPU,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,Intel,Intel,,,,134.0,998,7.45,925,6.9,17.0,58.7,2,2013,FCBGA1023,Laptop
2152,Intel Celeron N2810,CPU,2013-09-11,22.0,7.0,,,2000.0,Intel,Intel,,,,139.99,420,3.0,512,3.66,7.5,55.98,2,2013,FCBGA1170,Laptop
2153,Intel Pentium Gold G6505,CPU,2021-03-16,14.0,65.0,,,4200.0,Intel,Intel,,,,75.0,4378,58.37,2652,35.35,58.0,75.48,2,2021,FCLGA1200,Desktop
2155,Intel Xeon Gold 6342,CPU,2021-04-06,10.0,230.0,,,2800.0,Intel,Intel,,,,3825.9,48330,12.63,2453,0.64,230.0,210.13,24,2021,FCLGA4189,Server
2158,Intel Pentium P6200,CPU,2010-09-26,32.0,35.0,81.0,384.0,2133.0,Intel,Intel,,,,24.95,847,33.94,840,33.66,35.0,24.2,2,2010,PGA988,Laptop
2160,Intel Core i7-4600M,CPU,2013-09-01,22.0,37.0,118.0,1300.0,2900.0,Intel,Intel,,,,,3180,,1857,,37.0,85.94,2,2013,PGA946,Laptop
2161,Intel Core i9-10980HK,CPU,2020-04-02,14.0,45.0,,,2400.0,Intel,Intel,,,,583.0,16271,27.91,2869,4.92,45.0,361.57,8,2020,FCBGA1440,Laptop
2162,Intel Atom Z3740,CPU,2013-09-27,22.0,2.0,,,1333.0,Intel,Intel,,,,,651,,423,,4.0,162.86,4,2013,UTFCBGA1380,Laptop
2165,Intel Core i7-8086K,CPU,2018-06-05,14.0,95.0,,,4000.0,Intel,Intel,,,,549.0,14550,26.5,2895,5.27,95.0,153.16,6,2018,FCLGA1151-2,Desktop
2170,Intel Core i5-3320M,CPU,2012-06-01,22.0,35.0,118.0,,2600.0,Intel,Intel,,,,44.04,2646,60.09,1612,36.6,35.0,75.61,2,2012,BGA1023,Laptop
2171,Intel Core i7-4860EQ,CPU,2013-08-29,22.0,47.0,264.0,1400.0,1800.0,Intel,Intel,,,,,5500,,1754,,47.0,117.02,4,2015,FCBGA1364,Laptop
2174,Intel Core i9-11900K,CPU,2021-03-16,14.0,125.0,,,3500.0,Intel,Intel,,,,397.97,25539,64.17,3519,8.84,125.0,204.31,8,2021,FCLGA1200,Desktop
2183,Intel Core i7-10510U,CPU,2019-08-21,14.0,25.0,,,1800.0,Intel,Intel,,,,409.0,6837,16.72,2363,5.78,15.0,455.82,4,2019,FCBGA1528,Laptop
2184,Intel Core i3-7100T,CPU,2017-01-03,14.0,35.0,,,3400.0,Intel,Intel,,,,149.88,3787,25.27,2007,13.39,35.0,108.2,2,2017,FCLGA1151,Desktop
2185,Intel Core i7-9850H,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,,,,1305.76,11483,8.79,2550,1.95,45.0,255.18,6,2019,unknown,Laptop
2187,Intel Xeon Gold 6312U,CPU,2021-04-06,10.0,185.0,,,2400.0,Intel,Intel,,,,1736.62,43745,25.19,2383,1.37,185.0,236.46,24,2021,FCLGA4189,Server
