Product,cpuName
Intel Core i3-8109U,Intel Celeron J4105 @ 1.50GHz
Intel Celeron N2807,Intel Core i7-3540M @ 3.00GHz
Intel Core i5-660,Intel Pentium G4560T @ 2.90GHz
Intel Xeon Bronze 3106,Intel Core i7-5550U @ 2.00GHz
Intel Celeron D 350,HiSilicon Kirin 970
AMD Opteron X2 175,"Qualcomm Technologies, Inc SDMMAGPIE"
Intel Pentium Gold G6405,Intel Atom x6425RE @ 1.90GHz
Intel Celeron 2.10,AMD Athlon X4 830
Intel Core i5-11600KF,AMD A10-9630P
Intel Xeon Platinum 9222,AMD A8-6500B APU
Intel Core i5-2390T,AMD FX-670K Quad-Core
AMD A6-5400B,AMD A10-5800B APU
Intel Core i7-4790K,AMD PRO A10-8750B
Intel Pentium 4 519,AMD PRO A10-9700E
Intel Pentium III 1000,Intel Core i5-4210M @ 2.60GHz
AMD Ryzen 7 5800HS,Intel Core i7-860 @ 2.80GHz
AMD Ryzen Threadripper 3970X,Intel Xeon W3540 @ 2.93GHz
Intel Pentium 4 HT 524,Intel Core i3-4350T @ 3.10GHz
AMD Athlon X2 4450e,Intel Core i7-3520M @ 2.90GHz
Intel Core 2 Extreme QX9650,Intel Core i7-930 @ 2.80GHz
Intel Atom D2700,Intel Core i3-4130T @ 2.90GHz
Intel Xeon Platinum 8353H,Intel Xeon E5-2403 v2 @ 1.80GHz
AMD Ryzen 5 1600,AMD Opteron 4184
AMD Athlon XP 1600+,Intel Core i3-4150T @ 3.00GHz
AMD Ryzen Threadripper 3990X,AMD FX-7600P APU
Intel Xeon Phi 5120D,Intel Core i5-3360M @ 2.80GHz
Intel Atom S1240,AMD Phenom II X4 980
AMD Athlon 64 3200+,AMD A8-6500 APU
Intel Pentium D 950,AMD Opteron 6128
AMD Athlon II X4 651,Intel Core i5-8210Y @ 1.60GHz
Intel Pentium 4 1.6,AMD Opteron 3350 HE
Intel Core i5-6600,AMD A10-6800B APU
Intel Xeon E7-4830 v3,Intel Xeon X3450 @ 2.67GHz
AMD EPYC 7642,Intel Celeron G5905 @ 3.50GHz
AMD Phenom II X4 940 BE,Intel Core i5-4278U @ 2.60GHz
Intel Xeon E5-2407 v2,Intel Core i5-7Y57 @ 1.20GHz
Intel Core i5-10600KF,Intel Xeon X3460 @ 2.80GHz
AMD Athlon 64 4000+,Samsung Exynos 8895
Intel Core i5-2467M,AMD A8-5600K APU
Intel Core 2 Extreme QX6800,AMD FX-8800P
Intel Core i9-9900,Snapdragon 7c @ 2.40 GHz
AMD Ryzen 7 3700X,AMD A8 PRO-7600B APU
Intel Core i7-5960X,Intel Core i3-6157U @ 2.40GHz
Intel Celeron G540,Intel Celeron G5900 @ 3.40GHz
Intel Pentium G4400,AMD Opteron 6172
Intel Atom E625CT,AMD Athlon X4 750K Quad Core
Intel Pentium 4 HT 3.06,Intel Xeon W3520 @ 2.67GHz
Intel Core i5-7400,Intel Core i7-870S @ 2.67GHz
Intel Pentium III 1200,Intel Core2 Extreme X9775 @ 3.20GHz
AMD Sempron 3100+,Intel Core i5-4200M @ 2.50GHz
Intel Xeon X5670,Intel Atom C2750 @ 2.40GHz
AMD Ryzen Threadripper 1920,AMD A8-8650
Intel Core i7-2760QM,Rockchip RK3399
Intel Core i7-920,Intel Core 860 @ 2.80GHz
Intel Celeron E3200,Intel Xeon E5-2603 v2 @ 1.80GHz
Intel Core i5-9500F,Intel Core i5-7Y54 @ 1.20GHz
Intel Xeon MP 7041 Dual-Core,Intel Core i7-920 @ 2.67GHz
Intel Xeon E3-1225,Intel Core i5-5300U @ 2.30GHz
Intel Core Solo T1300,MediaTek MT6779V/CE
Intel Core i5-3470T,Intel Xeon E5540 @ 2.53GHz
Intel Pentium 4 HT 530,AMD A10-5700 APU
Intel Pentium 4 HT 650,Intel Pentium G4500 @ 3.50GHz
Intel Xeon W3565,AMD FX-4130 Quad-Core
Intel Pentium E6300,AMD RX-427BB
Intel Core i3-10105T,AMD PRO A12-9800B
AMD Athlon XP 1900+,AMD RX-425BB
AMD A4-1200,Intel Core i3-7100U @ 2.40GHz
Intel Xeon 2.4,AMD 3015e
AMD Opteron 242,Intel Core i7-5500U @ 2.40GHz
Intel Celeron D 335,AMD A6-9400
Intel Xeon E3-1280 v2,Intel Celeron G4950 @ 3.30GHz
Intel Core i7-2860QM,Intel Xeon X5470 @ 3.33GHz
Intel Xeon E5-2687W v2,AMD A8-5500B APU
Intel Core i7-10870H,Intel Celeron J4115 @ 1.80GHz
AMD Athlon 220GE,Intel Xeon X5492 @ 3.40GHz
Intel Atom Z610,Intel Xeon E5-2407 @ 2.20GHz
Intel Celeron 847,Intel Pentium Silver N5030 @ 1.10GHz
Intel Xeon X5680,Intel Xeon E5607 @ 2.27GHz
Intel Celeron D 352,Intel Core i7-4600U @ 2.10GHz
Intel Core M-5Y51,Intel Core i5-4402E @ 1.60GHz
Intel Celeron 450,Intel Xeon X3440 @ 2.53GHz
AMD EPYC 7443,Intel Core i3-4110M @ 2.60GHz
AMD Athlon XP 3000+,Intel Core i7-7Y75 @ 1.30GHz
Intel Core i5-8400T,AArch64 rev 0 (aarch64)
Intel Celeron N2830,AMD Athlon X4 740 Quad Core
AMD Opteron 3320 EE,Intel Core i7-3687U @ 2.10GHz
AMD C-30,Intel Core i3-3250T @ 3.00GHz
AMD Ryzen 7 4800HS,Intel Celeron G5900T @ 3.20GHz
AMD Turion 64 ML-44,Intel Core i5-3320M @ 2.60GHz
Intel Celeron B710,AMD Phenom II X4 970
Intel Core i5-10400F,Intel Core i3-6100U @ 2.30GHz
AMD Opteron X2 880,Intel Core i5-3340M @ 2.70GHz
Intel Core i7-4950HQ,Intel Xeon X5482 @ 3.20GHz
Intel Core i3-1120G4,AMD FirePro A320 APU
Intel Pentium SU2700,"Qualcomm Technologies, Inc SM6150"
Intel Pentium D 820,ARM D2000/8 8 Core 2300 MHz
Intel Atom E640T,Intel Core2 Extreme X9770 @ 3.20GHz
Intel Xeon 5160,Intel Xeon E5-2609 @ 2.40GHz
AMD Opteron 848 HE,AMD PRO A12-8800B
Intel Core i3-2312M,Intel Core i5-5350U @ 1.80GHz
AMD Opteron 152,Intel Xeon E5530 @ 2.40GHz
AMD Athlon XP 2000+,Intel Core i5-4288U @ 2.60GHz
AMD Opteron X2170,AMD A12-9720P
AMD Opteron X2 860 HE,Intel Core i5-680 @ 3.60GHz
AMD Phenom II X2 560 BE,AMD PRO A10-9700B
Intel Pentium P6000,AMD Athlon II X4 559
Intel Atom 330,Intel Pentium G4400 @ 3.30GHz
Intel Pentium 4 505,Intel Core i5-760 @ 2.80GHz
Intel Celeron N2940,1-Unisoc
Intel Pentium 2020M,Intel Core i7-4510U @ 2.00GHz
AMD FX-6300,Intel Pentium Silver N5000 @ 1.10GHz
AMD Athlon II X2 280,Intel Xeon L3426 @ 1.87GHz
AMD Opteron 6366 HE,Intel Core m3-7Y30 @ 1.00GHz
Intel Pentium III 1133,Intel Core i3-5157U @ 2.50GHz
Intel Pentium D 920,Intel Core i7-8500Y @ 1.50GHz
Intel Pentium 4 HT EE 3.73,Intel Xeon X5460 @ 3.16GHz
Intel Atom Z615,AMD FX-770K Quad-Core
AMD Opteron A1120,AMD A8-5500 APU
AMD Athlon 64 3200+,Hisilicon Kirin970
Intel Xeon Platinum 8268,AMD Phenom II X4 B65
Intel Core i5-5350U,MT6768G
Intel Xeon Gold 5318H,Intel Celeron G4930 @ 3.20GHz
Intel Xeon E5530,AMD Athlon II X4 557
Intel Core 2 Extreme QX9770,AMD FX-4100 Quad-Core
AMD Opteron 840 EE,Intel Core i3-7020U @ 2.30GHz
Intel Atom E660T,Intel Core i5-3610ME @ 2.70GHz
AMD A8-3520M,AMD Phenom II X4 965
Intel Core i5-8259U,AMD Phenom II X4 975
AMD Athlon X2 QL-64,"Qualcomm Technologies, Inc SM4350"
Intel Core i7-620M,"Qualcomm Technologies, Inc MSM8998"
AMD Athlon 64 X2 5600+,Apple A9X
Intel Core i9-11900,AMD Phenom II X4 B99
AMD Sempron 2800+,Intel Core i7-4500U @ 1.80GHz
Intel Core i5-3365M,Intel Xeon L5530 @ 2.40GHz
AMD Phenom II X3 720 BE,Intel Core i3-7102E @ 2.10GHz
AMD EPYC 7252,Intel Core i5-4258U @ 2.40GHz
AMD Athlon X2 BE-2300,Intel Pentium G4500T @ 3.00GHz
Intel Core i7-4771,AMD A10-9620P
Intel Pentium D 955 EE,Intel Core i5-3230M @ 2.60GHz
Intel Core i7-4712HQ,Intel Core i5-4300U @ 1.90GHz
AMD Sempron 3000+,Intel Core i5-670 @ 3.47GHz
Intel Xeon 3.0,Intel Core i5-5250U @ 1.60GHz
Intel Core i5-2430M,Intel Core i5-5200U @ 2.20GHz
Intel Xeon Gold 5320H,Intel Celeron N4120 @ 1.10GHz
AMD Athlon 64 X2 5400+,AMD Phenom II X4 B97
AMD A6-4400M,AMD Phenom II X4 850
AMD Ryzen 5 4600G,Intel Core i5-750 @ 2.67GHz
Intel Xeon Gold 6354,Intel Xeon L7455 @ 2.13GHz
AMD Ryzen 7 PRO 2700U,AMD 3020e
Intel Xeon Platinum 8380HL,Intel Core i5-4310U @ 2.00GHz
AMD Athlon 64 X2 5000+ BE,Intel Xeon E5472 @ 3.00GHz
AMD E1-2500,Intel Xeon E5450 @ 3.00GHz
AMD Opteron X2 890,Intel Celeron G5920 @ 3.50GHz
Intel Core i3-2330M,AMD FX-7600P
Intel Core 2 Duo E6850,Intel Core i3-3245 @ 3.40GHz
AMD A8-3870K,AMD Opteron 8439 SE
AMD Sempron 2800+,Intel Xeon E5520 @ 2.27GHz
Intel Core i7-8670,AMD Phenom II X4 B55
AMD Ryzen 5 1600X,Unisoc T610
Intel Pentium 4 HT 515,Intel Core i5-661 @ 3.33GHz
Intel Pentium Gold G5600,Intel Xeon D-1602 @ 2.50GHz
Intel Aubrey Isle,Intel Core2 Extreme X9650 @ 3.00GHz
AMD Athlon 64 2000+,Intel Celeron N4100 @ 1.10GHz
Intel Core i5-580M,Intel Core i5-3210M @ 2.50GHz
AMD Athlon 64 3200+,AMD Phenom II X4 B60
Intel Core i3-6320,Intel Celeron G4900 @ 3.10GHz
Intel Core 2 Duo T7700,Intel Core i3-4100M @ 2.50GHz
AMD A8-3820,Intel Core i7-4610Y @ 1.70GHz
Intel Core 2 Duo T7200,Intel Xeon X3370 @ 3.00GHz
Intel Core i3-1110G4,AMD Athlon II X4 650
Intel Mobile Pentium 4 3.06,Intel Core i7-2640M @ 2.80GHz
AMD Ryzen 7 4800H,Snapdragon 850 @ 2.96 GHz
AMD Ryzen 5 2500X,AMD Phenom II X4 955
Intel Pentium 4 2.2,MediaTek MT6779V/CU
Intel Celeron E1500,Intel Pentium G3470 @ 3.60GHz
Intel Pentium G620,Intel Core i7-2620M @ 2.70GHz
AMD Phenom X4 9850B,Intel Core i7-860S @ 2.53GHz
Intel Pentium 4 2.0,AMD A12-9700P
Intel Core i7-9800X,Intel Core i7-4650U @ 1.70GHz
AMD Athlon 64 X2 4400+,Intel Core i7-3667U @ 2.00GHz
Intel Celeron E1600,MediaTek MT6771V/CT
AMD Phenom X3 8650,AMD Athlon II X4 553
AMD Opteron 246,"Qualcomm Technologies, Inc SM6115"
AMD Athlon Silver 3050GE,AArch64 rev 1 (aarch64)
Intel Pentium Gold G5400,Intel Core2 Quad Q9650 @ 3.00GHz
Intel Core i5-10400H,MT6771V/WL
AMD Athlon II X4 645,Intel Core i7-3537U @ 2.00GHz
Intel Xeon MP 3.33,Intel Celeron G4920 @ 3.20GHz
AMD A10-5750M,Intel Atom C3558 @ 2.20GHz
Intel Core 2 Quad Q9100,MT6769H
Intel Xeon X5672,Intel Celeron G4900T @ 2.90GHz
Intel Atom Z510P,Intel Core i3-3250 @ 3.50GHz
AMD EPYC 7713P,HiSilicon Kirin 960
AMD EPYC 7351P,Intel Xeon X5450 @ 3.00GHz
Intel Core i7-3740QM,T610-Unisoc
AMD Sempron 3300+,T618
AMD Athlon XP 1500+,AMD PRO A12-8830B
Intel Core i5-3610ME,AMD PRO A10-8730B
Intel Celeron G1820T,AMD PRO A8-9600B
Intel Xeon Phi 3120P,Unisoc ums512
AMD Sempron X2 2300,AMD Opteron 4170 HE
AMD Opteron X2 865,Intel Core m7-6Y75 @ 1.20GHz
Intel Xeon E3-1220,AMD Phenom II X4 977
AMD A8-5500,Intel Core m5-6Y57 @ 1.10GHz
AMD Phenom II X3 720,MediaTek MT6779V/CV
Intel Xeon W3520,Intel Celeron G3950 @ 3.00GHz
Intel Core i7-4820K,Intel Pentium J4205 @ 1.50GHz
Intel Core M-5Y10c,Intel Celeron N4505 @ 2.00GHz
Intel Xeon E5503,Apple A8X
AMD EPYC 7453,Intel Core i5-2390T @ 2.70GHz
AMD Ryzen Threadripper PRO 3975WX,Intel Pentium 6405U @ 2.40GHz
AMD Ryzen Threadripper PRO 3945WX,Intel Xeon E5-2403 @ 1.80GHz
Intel Xeon Gold 6330H,MT6769V/CT
Intel Core i5-5257U,Intel Xeon E5-2603 @ 1.80GHz
Intel Core i7-7700T,AMD Phenom II X4 840
Intel Core i3-7320T,Intel Core i7-4550U @ 1.50GHz
Intel Celeron G3930,Intel Core i5-660 @ 3.33GHz
AMD Athlon 64 X2 6400+ BE,Intel Core i3-6102E @ 1.90GHz
Intel Core i3-9320,Intel Core2 Extreme X9750 @ 3.16GHz
Intel Core 2 Extreme QX6850,AMD Opteron 4130
Intel Core 2 Duo E8200,AMD Phenom II X4 B35
Intel Xeon Platinum 8260M,Intel Xeon E5440 @ 2.83GHz
AMD Opteron 844,AMD Athlon II X4 651 Quad-Core
AMD Athlon 64 LE-1600,MediaTek MT6771V/C
AMD Athlon 64 3400+,AMD A8-3870K APU
Intel Core i5-760,Intel Core i5-4260U @ 1.40GHz
AMD Ryzen 7 PRO 2700X,Intel Xeon X5365 @ 3.00GHz
AMD A6-4455M,AMD Phenom II X4 B95
Intel Pentium 4 1.3,Intel Xeon E5606 @ 2.13GHz
AMD EPYC 75F3,Intel Xeon X3360 @ 2.83GHz
AMD EPYC 7343,Hisilicon Kirin710
AMD Z-60,"Qualcomm Technologies, Inc SDA660"
AMD Phenom X4 9950 BE (140W),"Qualcomm Technologies, Inc SDM710"
AMD Athlon 64 X2 3800+,Samsung Exynos 8890
AMD Ryzen Embedded V1756B,Intel Pentium G4400T @ 2.90GHz
AMD Turion 64 ML-32,AMD A10-6700T APU
Intel Xeon E5607,Intel Celeron G3920 @ 2.90GHz
AMD Ryzen 7 PRO 4750G,Intel Celeron G5905T @ 3.30GHz
Intel Core i3-7100,AMD Athlon II X4 555
Intel Xeon Gold 6348H,Intel Xeon X3380 @ 3.16GHz
AMD Sempron 180,Intel Core i3-2140 @ 3.50GHz
AMD Athlon XP 2200+,Intel Core i5-4350U @ 1.40GHz
AMD Opteron 840,AMD Phenom II X4 B70
AMD Athlon II X2 215,AMD FX-9800P
Intel Core 2 Duo E4500,Intel Core i5-4210U @ 1.70GHz
AMD EPYC 7401,AMD Athlon II X4 645
AMD Athlon 64 3200+,Intel Core i5-2540M @ 2.60GHz
Intel Pentium 4 1.5,Intel Core i5-3437U @ 1.90GHz
Intel Xeon L5530,Intel Core2 Quad Q9550 @ 2.83GHz
Intel Core 2 Extreme X7900,MediaTek MT6769T
AMD Phenom X3 8750,Intel Core i3-3240 @ 3.40GHz
Intel Pentium 3550M,Intel Pentium 5405U @ 2.30GHz
AMD A4-5050,MediaTek MT6769Z
AMD Athlon 64 X2 5200+ EE,Intel Pentium 1403 v2 @ 2.60GHz
AMD Athlon 240GE,AMD Opteron 3260 HE
Intel Core i5-2320,Intel Xeon X3363 @ 2.83GHz
Intel Celeron 2.20,Intel Xeon E3-1220L V2 @ 2.30GHz
Intel Core i7-10885H,MediaTek MT6769V/CB
AMD Athlon 64 4000+,Intel Pentium 4417U @ 2.30GHz
AMD Athlon X2 BE-2350,Intel Core i3-6006U @ 2.00GHz
AMD Opteron 150,"Qualcomm Technologies, Inc SDM712"
AMD Athlon II X4 620e,AArch64 rev 2 (aarch64)
Intel Atom Z530P,Intel Xeon L3360 @ 2.83GHz
Intel Pentium G4600,Intel Celeron G3930 @ 2.90GHz
Intel Pentium G4520,AMD Phenom II X4 840T
Intel Xeon Platinum 8256,Intel Core i5-3427U @ 1.80GHz
Intel Xeon Gold 6328H,Intel Core2 Extreme Q6850 @ 3.00GHz
AMD Ryzen 7 5800X,Intel Core2 Extreme Q6800 @ 2.93GHz
AMD Athlon 64 2650e,MediaTek MT6771V/WT
AMD Phenom II X3 B77,AMD PRO A10-8700B
Intel Core i3-2350M,AMD Phenom II X4 945
AMD Opteron 852,Intel Xeon L5430 @ 2.66GHz
AMD Sempron 3000+,Intel Core i3-4330TE @ 2.40GHz
AMD A6-5400K,Intel Xeon X3430 @ 2.40GHz
Intel Mobile Pentium 4 HT 3.20,Intel Core i7-940XM @ 2.13GHz
AMD Athlon 1000,Intel Core i5-2520M @ 2.50GHz
Intel Core i3-4370,AMD A10-8700P
AMD Sempron 3300+,AMD A8-3850 APU
Intel Atom Z600,"Qualcomm Technologies, Inc BENGALP"
AMD Athlon 64 X2 5000+,AMD A8-8600P
AMD Sempron 3600+,"Qualcomm Technologies, Inc BENGAL"
Intel Core i5-10200H,AMD Phenom II X4 B40
AMD Opteron 154,AMD Phenom II X4 B50
Intel Core i3-1000G1,Intel Celeron J3455 @ 1.50GHz
Intel Xeon MP 3.33,"Qualcomm Technologies, Inc SDM670"
AMD Athlon 64 3800+,"Qualcomm Technologies, Inc TRINKET"
Intel Core i5-11400F,Intel Xeon X3353 @ 2.66GHz
Intel Xeon E5540,AMD Phenom II X4 940
Intel Xeon 3.4,MT6969T
Intel Core i7-5500U,Intel Core i3-5020U @ 2.20GHz
AMD Athlon II X3 460,Intel Core i3-3225 @ 3.30GHz
Intel Atom Z520PT,Intel Celeron G3930TE @ 2.70GHz
Intel Celeron G4900,AMD A10-9600P
Intel Pentium 4 2.26,Intel Xeon X5472 @ 3.00GHz
Intel Celeron G530T,MediaTek MT6769V/CU
Intel Core i5-11500T,Intel Core i5-650 @ 3.20GHz
Intel Core i5-8600,Intel Celeron G3900 @ 2.80GHz
AMD Phenom II X6 1065T,Intel Core i5-4200U @ 1.60GHz
Intel Core i5-5300U,Intel Xeon E5430 @ 2.66GHz
Intel Core i7-3840QM,Intel Celeron G4930T @ 3.00GHz
AMD Phenom II X2 550,Intel Celeron N6211 @ 1.20GHz
Intel Xeon X5550,AMD Phenom II X4 973
Intel Core i7-930,Intel Core i3-3220 @ 3.30GHz
Intel Pentium G870,Unisoc T700
Intel Core i5-4440S,Intel Pentium 4415U @ 2.30GHz
Intel Xeon L5508,AMD Phenom II X4 960T
AMD Phenom II X4 955 (95W),Intel Core i5-4250U @ 1.30GHz
AMD Opteron X2 265 HE,Intel Celeron 6305 @ 1.80GHz
AMD A8-3500M,Intel Core i3-21050 @ 3.10GHz
Intel Pentium 4 HT 570,Intel Core2 Quad Q9500 @ 2.83GHz
Intel Core i7-980X,MediaTek MT6769V/WB
AMD EPYC 7513,Intel Core M-5Y51 @ 1.10GHz
AMD Ryzen Threadripper 2950X,Intel Pentium G4400TE @ 2.40GHz
Intel Xeon MP 3.33,Unisoc T618
AMD A8-6600K,AMD Athlon II X4 638 Quad-Core
AMD A8-3800,MT6765H
AMD Athlon XP 3200+,MT6769V/CZ
Intel Core i9-10900KF,Intel Atom C2750 @ 2.41GHz
AMD Athlon 64 2600+,AMD Phenom II X4 925
Intel Core i3-4360T,AMD Athlon II X4 640
Intel Xeon W3690,Intel Core i5-8200Y @ 1.30GHz
Intel Xeon Platinum 8368,Intel Core i3-5010U @ 2.10GHz
AMD Athlon 650,AMD A8-3820 APU
AMD Sempron 3100+,Intel Pentium G3460 @ 3.50GHz
AMD FX-6330,Intel Xeon L5520 @ 2.27GHz
AMD Athlon 64 FX-53,Intel Core m5-6Y54 @ 1.10GHz
AMD Turion X2 Ultra ZM-86,Unisoc ums9230
Intel Core 2 Extreme X9100,AMD PRO A8-8600B
Intel Xeon Gold 6338N,MediaTek MT6771V/W
Intel Atom E645CT,Intel Xeon X3350 @ 2.66GHz
Intel Core 2 Quad Q9400S,"Qualcomm Technologies, Inc SDM665"
Intel Core i7-4910MQ,MediaTek MT6768V/CA
Intel Atom N450,AMD Phenom II X4 B45
Intel Pentium G620T,"Qualcomm Technologies, Inc SDM660"
AMD Athlon X4 940,AMD Athlon II X4 641 Quad-Core
AMD Athlon XP 1700+,Intel Core i7-3517UE @ 1.70GHz
AMD Opteron 254,Intel Pentium N4200 @ 1.10GHz
Intel Xeon Silver 4310T,AMD A10-7400P
Intel Core i5-8350U,Intel Celeron J3455E @ 1.50GHz
Intel Xeon E3-1245,Virtual
Intel Core i9-10990XE,AMD A8-7200P
Intel Core i5-5287U,Intel Core i5-2560M @ 2.70GHz
Intel Core 2 Solo ULV SU3300,Intel Pentium G3440 @ 3.30GHz
AMD Sempron LE-1200,MediaTek MT6763V/CE
Intel Core i5-8400H,Intel Pentium G3430 @ 3.30GHz
Intel Pentium 4 1.7,AMD Athlon X4 640
AMD FX-8120,Hardkernel ODROID-N2Plus
AMD Ryzen 5 4500U,Intel Core i3-3210 @ 3.20GHz
Intel Core i5-650,Intel Celeron G3930T @ 2.70GHz
Intel Pentium 4-M 1.80,Intel Core2 Quad Q9450 @ 2.66GHz
Intel Celeron G440,AMD Phenom II X4 B25
Intel Core Duo T2300,AMD Athlon II X4 635
Intel Xeon W3505,Intel Pentium G3440T @ 2.80GHz
AMD A6-6400K,AMD 3015Ce
Intel Xeon E3-1270,AMD Phenom II X4 B93
AMD Athlon 64 FX-55,MediaTek MT6797X
AMD A4-3330MX,AMD Phenom II X4 820
Intel Xeon Gold 6330,Intel Atom E3950 @ 1.60GHz
AMD Phenom II X4 955 BE,Intel Core M-5Y31 @ 0.90GHz
AMD Opteron 142,"Qualcomm Technologies, Inc SM6225"
AMD Opteron 240,Intel Core i5-2415M @ 2.30GHz
AMD Sempron 2200+,"Qualcomm Technologies, Inc SM6125"
Intel Core i5-3210M,AMD Athlon II X4 630
Intel Pentium B940,Intel Core i3-2125 @ 3.30GHz
Intel Core i3-3220,Intel Pentium G2140 @ 3.30GHz
AMD EPYC 7282,Intel Pentium G3258 @ 3.20GHz
Intel Core i5-8550,Intel Pentium G3450 @ 3.40GHz
AMD Athlon 64 X2 5200+,Intel Core i7-3517U @ 1.90GHz
AMD Athlon 64 4000+,T700-Unisoc
Intel Pentium 4 HT EE 3.40,Intel Core i5-2435M @ 2.40GHz
Intel Pentium U5400,Intel Pentium 4405U @ 2.10GHz
Intel Pentium 4 2.66,AMD Athlon II X4 631 Quad-Core
AMD Ryzen 7 3800X,Intel Celeron G3900T @ 2.60GHz
Intel Pentium 3805U,AMD Opteron 1389
AMD Athlon 1000,AMD Athlon II X4 655
Intel Core i3-7320,AMD Opteron 2384
Intel Pentium E5500,Intel Core M-5Y71 @ 1.20GHz
AMD EPYC 7663,Intel Core2 Quad Q9400 @ 2.66GHz
Intel Xeon 3.2,Intel Core i5-3337U @ 1.80GHz
Intel Xeon E3-1275 v2,Intel Xeon E5462 @ 2.80GHz
AMD Athlon XP 2800+,Intel Core2 Quad Q6700 @ 2.66GHz
AMD Ryzen 7 PRO 1700X,AMD Opteron 3250 HE
Intel Xeon E3-1240 v2,Intel Core i5-2450M @ 2.50GHz
Intel Core 2 Duo E7400,AMD Opteron 4162 EE
Intel Celeron 3755U,MediaTek MT6771V/WM
AMD Athlon 64 3700+,Intel Atom C2758 @ 2.40GHz
AMD Ryzen 5 3550H,AMD A6-3670 APU
AMD Athlon XP 2600+,Intel Xeon X3230 @ 2.66GHz
Intel Core i3-8100,Intel Xeon L5420 @ 2.50GHz
AMD Ryzen 7 2700E,Apple A9
Intel Core i3-550,Intel Xeon E3-1220L @ 2.20GHz
Intel Xeon E5504,Intel Pentium G3260 @ 3.30GHz
Intel Core i7-8709G,AMD Phenom II X4 910e
AMD EPYC 7302P,Intel Core i7-640M @ 2.80GHz
Intel Core i5-3470,Intel Core m3-6Y30 @ 0.90GHz
AMD Athlon II X4 651K,AMD A6-3650 APU
Intel Core i3-7120,Intel Core2 Quad Q8400 @ 2.66GHz
AMD A8-4555M,Intel Celeron G3900E @ 2.40GHz
AMD Athlon XP 2700+,Intel Atom T5700 @ 1.70GHz
Intel Pentium 4-M 2.40,Intel Core i3-2102 @ 3.10GHz
AMD Athlon XP 2100+,Intel Xeon E7- 2830 @ 2.13GHz
AMD Opteron 4310 EE,AMD Phenom II X4 830
AMD Phenom II X4 955 (125W),Intel Core i7-920XM @ 2.00GHz
Intel Core i3-540,Intel Core2 Quad Q9505 @ 2.83GHz
AMD Phenom X4 9850 (125W),Intel Core i3-5005U @ 2.00GHz
Intel Celeron 420,Intel Core i5-655K @ 3.20GHz
AMD Athlon 64 FX-55,Intel Pentium G3450T @ 2.90GHz
Intel Celeron N2806,Intel Core i3-3240T @ 2.90GHz
AMD Opteron 246,Intel Core2 Extreme Q9200 @ 2.40GHz
AMD A6-3420M,Intel Core i5-2430M @ 2.40GHz
Intel Xeon Phi 7230,Intel Core i7-2655LE @ 2.20GHz
Intel Pentium G3440,Intel Core i7-620M @ 2.67GHz
Intel Core i3-2367M,AMD Opteron 2427
Intel Xeon Gold 6336Y,Intel Core i7-2677M @ 1.80GHz
Intel Xeon 5030,HiSilicon Kirin 950
AMD Athlon 64 3400+,Intel Pentium G3420 @ 3.20GHz
AMD Opteron 846,AMD Athlon X4 750 Quad Core
Intel Celeron D 325,Intel Core i3-2130 @ 3.40GHz
Intel Celeron 220,Intel Xeon X3320 @ 2.50GHz
Intel Core 2 Quad Q9550,AMD A10-5757M APU
Intel Core i7-4600U,"Qualcomm Technologies, Inc SDM662"
AMD Ryzen Threadripper 3960X,Intel Xeon X5355 @ 2.66GHz
Intel Core i7-6850K,"Qualcomm Technologies, Inc 450"
AMD Athlon 64 X2 5000+,Intel Core i3-4025U @ 1.90GHz
AMD FX-8300,Intel Core i5-3317U @ 1.70GHz
AMD Sempron LE-1100,AMD Athlon II X4 615e
AMD Phenom X3 8250e,Intel Core i7-3689Y @ 1.50GHz
Intel Xeon L5638,Intel Core2 Quad Q9300 @ 2.50GHz
AMD Sempron 3300+,MT8788
Intel Core 2 Quad Q8200S,Intel Atom E3940 @ 1.60GHz
AMD EPYC 7352,AMD Athlon II X4 605e
Intel Atom N2800,Intel Core i5-2410M @ 2.30GHz
Intel Pentium 4 1.7,Intel Atom E3900 @ 1.60GHz
AMD Athlon 64 3000+,Intel Core i3-3220T @ 2.80GHz
Intel Core i7-860,Intel Core i3-4120U @ 2.00GHz
Intel Xeon Phi 7290,"Qualcomm Technologies, Inc SDM636"
Intel Core i7-875K,Intel Xeon E5506 @ 2.13GHz
AMD Ryzen 3 3300U,AMD Phenom 9850B Quad-Core
Intel Atom D2500,Samsung Exynos 9610
AMD Athlon 64 X2 3800+,Intel Core i3-5015U @ 2.10GHz
Intel Core i3-2330E,AMD A8-3800 APU
AMD Ryzen 5 4600H,Intel Celeron N3450 @ 1.10GHz
AMD Ryzen 3 PRO 2300U,AMD Athlon X4 730
AMD E-240,Intel Xeon X6550 @ 2.00GHz
Intel Core i5-540M,Intel Xeon E5603 @ 1.60GHz
AMD Opteron 142,AMD Athlon II X4 620
Intel Core i7-7700K,AMD A6-7480
Intel Xeon E5606,Intel Xeon E5420 @ 2.50GHz
Intel Core i7-10710U,Intel Pentium G3250 @ 3.20GHz
Intel Core i5-8500,Intel Xeon E5507 @ 2.27GHz
AMD Athlon 64 3000+,Intel Xeon X3330 @ 2.66GHz
Intel Core i9-10900F,Intel Core i7-840QM @ 1.87GHz
Intel Core i5-3360M,Intel Celeron G1850 @ 2.90GHz
